2	16	4	ḍ-ḍalālata	ٱلضَّلَٰلَةَ	الصلل‍ه
2	16	5	bi-l-hudā	بِٱلۡهُدَىٰ	ٮالهدى
2	16	6	fa-mā	فَمَا	ڡما
2	16	7	rabiḥat	رَبِحَت	رٮحٮ
2	16	8	tiǧāratuhum	تِّجَٰرَتُهُمۡ	ٮحرٮهم
2	16	9	wa-mā	وَمَا	وما
2	16	10	kānū	كَانُوا۟	کاںوا
2	16	11	muhtadīna	مُهۡتَدِينَ	مهٮدىں
2	17	1	maṯaluhum	مَثَلُهُمۡ	مٮلهم
2	17	2	ka-maṯali	كَمَثَلِ	کمٮل
2	17	3	llaḏi	ٱلَّذِی	الدى
2	17	4	stauqada	ٱسۡتَوۡقَدَ	اسٮوٯد
2	17	5	nāran	نَارًۭا	ںارا
2	17	6	fa-lammā	فَلَمَّآ	ڡلما
2	17	7	ʾaḍāʾat	أَضَآءَتۡ	اصاٮ
2	17	8	mā	مَا	ما
2	17	9	ḥaulahū	حَوۡلَهُۥ	حوله
2	17	10	ḏahaba	ذَهَبَ	دهٮ
2	17	11	llāhu	ٱللَّهُ	الل‍ه
2	17	12	bi-nūrihim	بِنُورِهِمۡ	ٮںورهم
2	17	13	wa-tarakahum	وَتَرَكَهُمۡ	وٮرکهم
2	17	14	fī	فِی	ڡى
2	17	15	ẓulumātin	ظُلُمَٰتٍۢ	طلمٮ
2	17	16	lā	لَّا	لا
2	17	17	yubṣirūna	يُبۡصِرُونَ	ىٮصروں
2	18	1	ṣummun	صُمٌّۢ	صم
2	18	2	bukmun	بُكۡمٌ	ٮکم
2	18	3	ʿumyun	عُمۡىٌۭ	عمى
2	18	4	fa-hum	فَهُمۡ	ڡهم
2	18	5	lā	لَا	لا
2	18	6	yarǧiʿūna	يَرۡجِعُونَ	ىرحعوں
2	19	1	ʾau	أَوۡ	او
2	19	2	ka-ṣayyibin	كَصَيِّبٍۢ	کصىٮ
2	19	3	mina	مِّنَ	مں
2	19	4	s-samāʾi	ٱلسَّمَآءِ	السما
2	19	5	fīhi	فِيهِ	ڡىه
2	19	6	ẓ-ẓulumātun	ظُلُمَٰتٌۭ	طلمٮ
2	19	7	wa-raʿdun	وَرَعۡدٌۭ	ورعد
2	19	8	wa-barqun	وَبَرۡقٌۭ	وٮرٯ
2	19	9	yaǧʿalūna	يَجۡعَلُونَ	ىحعلوں
2	19	10	ʾaṣābiʿahum	أَصَٰبِعَهُمۡ	اصٮعهم
2	19	11	fī	فِیٓ	ڡى
2	19	12	ʾāḏānihim	ءَاذَانِهِم	اداںهم
2	19	13	mina	مِّنَ	مں
2	19	14	ṣ-ṣawāʿiqi	ٱلصَّوَٰعِقِ	الصوعٯ
2	19	15	ḥaḏara	حَذَرَ	حدر
2	19	16	l-mauti	ٱلۡمَوۡتِۚ	الموٮ
2	19	17	wa-llāhu	وَٱللَّهُ	والل‍ه
2	19	18	muḥīṭun	مُحِيطٌۢ	محىط
2	19	19	bi-l-kāfirīna	بِٱلۡكَٰفِرِينَ	ٮالکڡرىں
2	20	1	yakādu	يَكَادُ	ىکاد
2	20	2	l-barqu	ٱلۡبَرۡقُ	الٮرٯ
2	20	3	yaḫṭafu	يَخۡطَفُ	ىحطڡ
2	20	4	ʾabṣārahum	أَبۡصَٰرَهُمۡ	اٮصرهم
2	20	5	kullamā	كُلَّمَآ	کلما
2	20	6	ʾaḍāʾa	أَضَآءَ	اصا
2	20	7	lahum	لَهُم	لهم
2	20	8	mašau	مَّشَوۡا۟	مسوا
2	20	9	fīhi	فِيهِ	ڡىه
2	20	10	wa-ʾiḏā	وَإِذَآ	وادا
2	20	11	ʾaẓlama	أَظۡلَمَ	اطلم
2	20	12	ʿalaihim	عَلَيۡهِمۡ	علىهم
2	20	13	qāmū	قَامُوا۟ۚ	ٯاموا
2	20	14	wa-lau	وَلَوۡ	ولو
2	20	15	šāʾa	شَآءَ	سا
2	20	16	llāhu	ٱللَّهُ	الل‍ه
2	20	17	la-ḏahaba	لَذَهَبَ	لدهٮ
2	20	18	bi-samʿihim	بِسَمۡعِهِمۡ	ٮسمعهم
2	20	19	wa-ʾabṣārihim	وَأَبۡصَٰرِهِمۡۚ	واٮصرهم
2	20	20	ʾinna	إِنَّ	اں
2	20	21	llāha	ٱللَّهَ	الل‍ه
2	20	22	ʿalā	عَلَىٰ	على
2	20	23	kulli	كُلِّ	کل
2	20	24	šaiʾin	شَىۡءٍۢ	سى
2	20	25	qadīrun	قَدِيرٌۭ	ٯدىر
2	21	1	yā-ʾayyuha	يَٰٓأَيُّهَا	ىاىها
2	21	2	n-nāsu	ٱلنَّاسُ	الںاس
2	21	3	ʿbudū	ٱعۡبُدُوا۟	اعٮدوا
2	21	4	rabbakumu	رَبَّكُمُ	رٮکم
2	21	5	llaḏī	ٱلَّذِی	الدى
2	21	6	ḫalaqakum	خَلَقَكُمۡ	حلٯکم
2	21	7	wa-llaḏīna	وَٱلَّذِينَ	والدىں
2	21	8	min	مِن	مں
2	21	9	qablikum	قَبۡلِكُمۡ	ٯٮلکم
2	21	10	laʿallakum	لَعَلَّكُمۡ	لعلکم
2	21	11	tattaqūna	تَتَّقُونَ	ٮٮٯوں
2	22	1	llaḏī	ٱلَّذِی	الدى
2	22	2	ǧaʿala	جَعَلَ	حعل
2	22	3	lakumu	لَكُمُ	لکم
2	22	4	l-ʾarḍa	ٱلۡأَرۡضَ	الارص
2	22	5	firāšan	فِرَٰشًۭا	ڡرسا
2	22	6	wa-s-samāʾa	وَٱلسَّمَآءَ	والسما
2	22	7	bināʾan	بِنَآءًۭ	ٮںا
2	22	8	wa-ʾanzala	وَأَنزَلَ	واںرل
2	22	9	mina	مِنَ	مں
2	22	10	s-samāʾi	ٱلسَّمَآءِ	السما
2	22	11	māʾan	مَآءًۭ	ما
2	22	12	fa-ʾaḫraǧa	فَأَخۡرَجَ	ڡاحرح
2	22	13	bihī	بِهِۦ	ٮه
2	22	14	mina	مِنَ	مں
2	22	15	ṯ-ṯamarāti	ٱلثَّمَرَٰتِ	الٮمرٮ
2	22	16	rizqan	رِزۡقًۭا	ررٯا
2	22	17	lakum	لَّكُمۡۖ	لکم
2	22	18	fa-lā	فَلَا	ڡلا
2	22	19	taǧʿalū	تَجۡعَلُوا۟	ٮحعلوا
2	22	20	li-llāhi	لِلَّهِ	لل‍ه
2	22	21	ʾandādan	أَندَادًۭا	اںدادا
2	22	22	wa-ʾantum	وَأَنتُمۡ	واںٮم
2	22	23	taʿlamūna	تَعۡلَمُونَ	ٮعلموں
2	23	1	wa-ʾin	وَإِن	واں
2	23	2	kuntum	كُنتُمۡ	کںٮم
2	23	3	fī	فِی	ڡى
2	23	4	raibin	رَيۡبٍۢ	رىٮ
2	23	5	mimmā	مِّمَّا	مما
2	23	6	nazzalnā	نَزَّلۡنَا	ںرلںا
2	23	7	ʿalā	عَلَىٰ	على
2	23	8	ʿabdinā	عَبۡدِنَا	عٮدںا
2	23	9	fa-ʾtū	فَأۡتُوا۟	ڡاٮوا
2	23	10	bi-sūratin	بِسُورَةٍۢ	ٮسوره
2	23	11	min	مِّن	مں
2	23	12	miṯlihī	مِّثۡلِهِۦ	مٮله
2	23	13	wa-dʿū	وَٱدۡعُوا۟	وادعوا
2	23	14	šuhadāʾakum	شُهَدَآءَكُم	سهداکم
2	23	15	min	مِّن	مں
2	23	16	dūni	دُونِ	دوں
2	23	17	llāhi	ٱللَّهِ	الل‍ه
2	23	18	ʾin	إِن	اں
2	23	19	kuntum	كُنتُمۡ	کںٮم
2	23	20	ṣādiqīna	صَٰدِقِينَ	صدٯىں
2	24	1	fa-ʾin	فَإِن	ڡاں
2	24	2	lam	لَّمۡ	لم
2	24	3	tafʿalū	تَفۡعَلُوا۟	ٮڡعلوا
2	24	4	wa-lan	وَلَن	ولں
2	24	5	tafʿalū	تَفۡعَلُوا۟	ٮڡعلوا
2	24	6	fa-ttaqu	فَٱتَّقُوا۟	ڡاٮٯوا
2	24	7	n-nāra	ٱلنَّارَ	الںار
2	24	8	llatī	ٱلَّتِی	الٮى
2	24	9	waqūduha	وَقُودُهَا	وٯودها
2	24	10	n-nāsu	ٱلنَّاسُ	الںاس
2	24	11	wa-l-ḥiǧāratu	وَٱلۡحِجَارَةُۖ	والححاره
2	24	12	ʾuʿiddat	أُعِدَّتۡ	اعدٮ
2	24	13	li-l-kāfirīna	لِلۡكَٰفِرِينَ	للکڡرىں
2	25	1	wa-bašširi	وَبَشِّرِ	وٮسر
2	25	2	llaḏīna	ٱلَّذِينَ	الدىں
2	25	3	ʾāmanū	ءَامَنُوا۟	امںوا
2	25	4	wa-ʿamilu	وَعَمِلُوا۟	وعملوا
2	25	5	ṣ-ṣāliḥāti	ٱلصَّٰلِحَٰتِ	الصلحٮ
2	25	6	ʾanna	أَنَّ	اں
2	25	7	lahum	لَهُمۡ	لهم
2	25	8	ǧannātin	جَنَّٰتٍۢ	حںٮ
2	25	9	taǧrī	تَجۡرِی	ٮحرى
2	25	10	min	مِن	مں
2	25	11	taḥtiha	تَحۡتِهَا	ٮحٮها
2	25	12	l-ʾanhāru	ٱلۡأَنۡهَٰرُۖ	الاںهر
2	25	13	kullamā	كُلَّمَا	کلما
2	25	14	ruziqū	رُزِقُوا۟	ررٯوا
2	25	15	minhā	مِنۡهَا	مںها
2	25	16	min	مِن	مں
2	25	17	ṯamaratin	ثَمَرَةٍۢ	ٮمره
2	25	18	rizqan	رِّزۡقًۭا	ررٯا
2	25	19	qālū	قَالُوا۟	ٯالوا
2	25	20	hāḏa	هَٰذَا	هدا
2	25	21	llaḏī	ٱلَّذِی	الدى
2	25	22	ruziqnā	رُزِقۡنَا	ررٯںا
2	25	23	min	مِن	مں
2	25	24	qablu	قَبۡلُ	ٯٮل
2	25	25	wa-ʾutū	وَأُتُوا۟	واٮوا
2	25	26	bihī	بِهِۦ	ٮه
2	25	27	mutašābihan	مُتَشَٰبِهًۭاۖ	مٮسٮها
2	25	28	wa-lahum	وَلَهُمۡ	ولهم
2	25	29	fīhā	فِيهَآ	ڡىها
2	25	30	ʾazwāǧun	أَزۡوَٰجٌۭ	اروح
2	25	31	muṭahharatun	مُّطَهَّرَةٌۭۖ	مطهره
2	25	32	wa-hum	وَهُمۡ	وهم
2	25	33	fīhā	فِيهَا	ڡىها
2	25	34	ḫālidūna	خَٰلِدُونَ	حلدوں
2	26	1	ʾinna	إِنَّ	اں
2	26	2	llāha	ٱللَّهَ	الل‍ه
2	26	3	lā	لَا	لا
2	26	4	yastaḥyī	يَسۡتَحۡىِۦٓ	ىسٮحى
2	26	5	ʾan	أَن	اں
2	26	6	yaḍriba	يَضۡرِبَ	ىصرٮ
2	26	7	maṯalan	مَثَلًۭا	مٮلا
2	26	8	mā	مَّا	ما
2	26	9	baʿūḍatan	بَعُوضَةًۭ	ٮعوصه
2	26	10	fa-mā	فَمَا	ڡما
2	26	11	fauqahā	فَوۡقَهَاۚ	ڡوٯها
2	26	12	fa-ʾamma	فَأَمَّا	ڡاما
2	26	13	llaḏīna	ٱلَّذِينَ	الدىں
2	26	14	ʾāmanū	ءَامَنُوا۟	امںوا
2	26	15	fa-yaʿlamūna	فَيَعۡلَمُونَ	ڡىعلموں
2	26	16	ʾannahu	أَنَّهُ	اںه
2	26	17	l-ḥaqqu	ٱلۡحَقُّ	الحٯ
2	26	18	min	مِن	مں
2	26	19	rabbihim	رَّبِّهِمۡۖ	رٮهم
2	26	20	wa-ʾamma	وَأَمَّا	واما
2	26	21	llaḏīna	ٱلَّذِينَ	الدىں
2	26	22	kafarū	كَفَرُوا۟	کڡروا
2	26	23	fa-yaqūlūna	فَيَقُولُونَ	ڡىٯولوں
2	26	24	māḏā	مَاذَآ	مادا
2	26	25	ʾarāda	أَرَادَ	اراد
2	26	26	llāhu	ٱللَّهُ	الل‍ه
2	26	27	bi-hāḏā	بِهَٰذَا	ٮهدا
2	26	28	maṯalan	مَثَلًۭاۘ	مٮلا
2	26	29	yuḍillu	يُضِلُّ	ىصل
2	26	30	bihī	بِهِۦ	ٮه
2	26	31	kaṯīran	كَثِيرًۭا	کٮىرا
2	26	32	wa-yahdī	وَيَهۡدِی	وىهدى
2	26	33	bihī	بِهِۦ	ٮه
2	26	34	kaṯīran	كَثِيرًۭاۚ	کٮىرا
2	26	35	wa-mā	وَمَا	وما
2	26	36	yuḍillu	يُضِلُّ	ىصل
2	26	37	bihī	بِهِۦٓ	ٮه
2	26	38	ʾilla	إِلَّا	الا
2	26	39	l-fāsiqīna	ٱلۡفَٰسِقِينَ	الڡسٯىں
2	27	1	llaḏīna	ٱلَّذِينَ	الدىں
2	27	2	yanquḍūna	يَنقُضُونَ	ىںٯصوں
2	27	3	ʿahda	عَهۡدَ	عهد
2	27	4	llāhi	ٱللَّهِ	الل‍ه
2	27	5	min	مِنۢ	مں
2	27	6	baʿdi	بَعۡدِ	ٮعد
2	27	7	mīṯāqihī	مِيثَٰقِهِۦ	مىٮٯه
2	27	8	wa-yaqṭaʿūna	وَيَقۡطَعُونَ	وىٯطعوں
2	27	9	mā	مَآ	ما
2	27	10	ʾamara	أَمَرَ	امر
2	27	11	llāhu	ٱللَّهُ	الل‍ه
2	27	12	bihī	بِهِۦٓ	ٮه
2	27	13	ʾan	أَن	اں
2	27	14	yūṣala	يُوصَلَ	ىوصل
2	27	15	wa-yufsidūna	وَيُفۡسِدُونَ	وىڡسدوں
2	27	16	fi	فِی	ڡى
2	27	17	l-ʾarḍi	ٱلۡأَرۡضِۗ	الارص
2	27	18	ʾulāʾika	أُو۟لَٰٓئِكَ	اولٮک
2	27	19	humu	هُمُ	هم
2	27	20	l-ḫāsirūna	ٱلۡخَٰسِرُونَ	الحسروں
2	28	1	kaifa	كَيۡفَ	کىڡ
2	28	2	takfurūna	تَكۡفُرُونَ	ٮکڡروں
2	28	3	bi-llāhi	بِٱللَّهِ	ٮالل‍ه
2	28	4	wa-kuntum	وَكُنتُمۡ	وکںٮم
2	28	5	ʾamwātan	أَمۡوَٰتًۭا	اموٮا
2	28	6	fa-ʾaḥyākum	فَأَحۡيَٰكُمۡۖ	ڡاحىکم
2	28	7	ṯumma	ثُمَّ	ٮم
2	28	8	yumītukum	يُمِيتُكُمۡ	ىمىٮکم
2	28	9	ṯumma	ثُمَّ	ٮم
2	28	10	yuḥyīkum	يُحۡيِيكُمۡ	ىحىىکم
2	28	11	ṯumma	ثُمَّ	ٮم
2	28	12	ʾilaihi	إِلَيۡهِ	الىه
2	28	13	turǧaʿūna	تُرۡجَعُونَ	ٮرحعوں
2	29	1	huwa	هُوَ	هو
2	29	2	llaḏī	ٱلَّذِی	الدى
2	29	3	ḫalaqa	خَلَقَ	حلٯ
2	29	4	lakum	لَكُم	لکم
2	29	5	mā	مَّا	ما
2	29	6	fi	فِی	ڡى
2	29	7	l-ʾarḍi	ٱلۡأَرۡضِ	الارص
2	29	8	ǧamīʿan	جَمِيعًۭا	حمىعا
2	29	9	ṯumma	ثُمَّ	ٮم
2	29	10	stawā	ٱسۡتَوَىٰۤ	اسٮوى
2	29	11	ʾila	إِلَى	الى
2	29	12	s-samāʾi	ٱلسَّمَآءِ	السما
2	29	13	fa-sawwāhunna	فَسَوَّىٰهُنَّ	ڡسوىهں
2	29	14	sabʿa	سَبۡعَ	سٮع
2	29	15	samāwātin	سَمَٰوَٰتٍۢۚ	سموٮ
2	29	16	wa-huwa	وَهُوَ	وهو
2	29	17	bi-kulli	بِكُلِّ	ٮکل
2	29	18	šaiʾin	شَىۡءٍ	سى
2	29	19	ʿalīmun	عَلِيمٌۭ	علىم
2	30	1	wa-ʾiḏ	وَإِذۡ	واد
2	30	2	qāla	قَالَ	ٯال
2	30	3	rabbuka	رَبُّكَ	رٮک
2	30	4	li-l-malāʾikati	لِلۡمَلَٰٓئِكَةِ	للملٮکه
2	30	5	ʾinnī	إِنِّی	اںى
2	30	6	ǧāʿilun	جَاعِلٌۭ	حاعل
2	30	7	fi	فِی	ڡى
2	30	8	l-ʾarḍi	ٱلۡأَرۡضِ	الارص
2	30	9	ḫalīfatan	خَلِيفَةًۭۖ	حلىڡه
2	30	10	qālū	قَالُوٓا۟	ٯالوا
2	30	11	ʾa-taǧʿalu	أَتَجۡعَلُ	اٮحعل
2	30	12	fīhā	فِيهَا	ڡىها
2	30	13	man	مَن	مں
2	30	14	yufsidu	يُفۡسِدُ	ىڡسد
